"frlemma";"F";"BOURSAULT_COMEDIESANSTITRE";"BOURSAULT_DEUXFRERESGEMEAUX";"BOURSAULT_JALOUXENDORMI";"BOURSAULT_MEDECINVOLANT";"BOURSAULT_MORTVIVANT";"BOURSAULT_MOTSALAMODE";"BOURSAULT_PORTRAITDUPEINTRE";"BOURSAULT_SATIREDESSATIRES";"CHEVALIER_AMOURSDECALOTIN";"CHEVALIER_BARBONSAMOUREUX";"CHEVALIER_CARTELDEGUILLOT";"CHEVALIER_DESOLATIONDESFILOUS";"CHEVALIER_DISGRACEDESDOMESTIQUES";"CHEVALIER_GALANTSRIDICULES";"CHEVALIER_INTRIGUEDESCARROSSES";"CHEVALIER_PEDAGOGUEAMOUREUX";"CORNEILLEP_DONSANCHE";"CORNEILLEP_GALERIEDUPALAIS";"CORNEILLEP_ILLUSIONCOMIQUE";"CORNEILLEP_MELITE";"CORNEILLEP_MELITE33";"CORNEILLEP_MENTEUR";"CORNEILLEP_PLACEROYALE";"CORNEILLEP_PULCHERIE";"CORNEILLEP_SUITEMENTEUR";"CORNEILLEP_SUIVANTE";"CORNEILLEP_TITE";"CORNEILLEP_VEUVE34";"CORNEILLET_AMOURALAMODE";"CORNEILLET_CHARMEDELAVOIX";"CORNEILLET_COMTESSEORGUEIL";"CORNEILLET_DOMBERTRANDECIGARRAL";"CORNEILLET_DOMCESARDAVALOS";"CORNEILLET_FEINTASTROLOGUE";"CORNEILLET_FESTINPIERRE";"CORNEILLET_GALANTDOUBLE";"CORNEILLET_GEOLIERDESOISMEME";"CORNEILLET_ILLUSTRESENNEMIS";"CORNEILLET_INCONNU";"DONNEAUDEVISE_COCUEIMAGINAIRE";"DONNEAUDEVISE_EMBARRASDEGODARD";"DONNEAUDEVISE_GENTILHOMMEGUEPIN";"DONNEAUDEVISE_INTRIGUESDELALOTERIE";"DONNEAUDEVISE_MERECOQUETTE";"DONNEAUDEVISE_VEUVEALAMODE";"DORIMOND_AMOURSDETRAPOLIN";"DORIMOND_COMEDIEDELACOMEDIE";"DORIMOND_FEMMEINDUSTRIEUSE";"GILLET_CAMPAGNARD";"GILLET_DENIAISE";"GILLET_FRANCION";"LAFONTAINE_CLIMENE";"LAFONTAINE_EUNUQUE";"LAFONTAINE_FLORENTIN";"LAFONTAINE_RAGOTIN";"MOLIERE_AMPHITRYON";"MOLIERE_DEPITAMOUREUX";"MOLIERE_DOMGARCIEDENAVARRE";"MOLIERE_ECOLEDESFEMMES";"MOLIERE_ECOLEDESMARIS";"MOLIERE_ETOURDI";"MOLIERE_FACHEUX";"MOLIERE_FEMMESSAVANTES";"MOLIERE_MELICERTE";"MOLIERE_MISANTHROPE";"MOLIERE_SGANARELLE";"MOLIERE_TARTUFFE";"OUVILLE_ABSENTCHEZSOI";"OUVILLE_FAUSSESVERITES";"OUVILLE_SOUPCONS";"QUINAULT_COMEDIESANSCOMEDIE";"QUINAULT_DOCTEURDEVERRE";"QUINAULT_MERECOQUETTE";"ROTROU_BAGUEDELOUBLI";"ROTROU_BELLEALPHREDE";"ROTROU_CAPTIFS";"ROTROU_SOSIES";"SCARRON_BOUTADESMATAMORE";"SCARRON_DOMJAPHETDARMENIE";"SCARRON_GARDIENDESOIMEME";"SCARRON_HERITIERRIDICULE";"SCARRON_JODELET";"SCARRON_JODELETDUELISTE";"SCARRON_MARQUISRIDICULE";"SCARRON_PRINCECORSAIRE"
"mort";322;4;2;0;5;6;0;1;1;2;2;6;0;2;0;2;8;4;4;11;6;8;2;1;0;5;5;3;2;2;1;2;2;12;3;5;1;1;11;0;1;3;1;1;3;6;1;1;3;6;7;4;0;2;0;6;6;3;4;6;2;4;0;1;0;0;1;0;9;7;7;15;1;9;3;15;6;4;4;4;3;5;6;4;5;11
"maîtresse";317;4;4;2;1;1;0;2;0;1;7;5;1;1;4;1;9;2;13;9;10;13;6;9;6;10;11;4;19;8;4;9;7;2;1;3;3;0;5;2;1;3;1;7;3;3;0;0;0;6;3;2;1;4;0;1;0;5;1;2;0;3;1;1;0;0;2;1;8;8;2;5;2;5;2;5;2;4;0;4;1;4;6;2;5;2
"frère";316;1;4;0;2;1;1;0;0;0;1;0;0;0;0;0;2;5;0;0;6;5;0;5;9;7;1;20;8;7;6;20;1;18;0;1;2;19;23;1;0;1;9;0;0;0;0;0;0;0;0;1;1;3;0;2;0;4;6;1;8;1;0;6;1;0;0;4;8;8;0;1;0;0;3;0;7;1;1;5;19;1;13;1;23;1
"esprit";307;2;1;1;0;1;3;3;8;6;2;0;4;0;0;2;9;4;7;4;3;3;3;2;4;2;1;4;2;4;1;10;5;8;11;5;10;4;6;3;1;1;0;2;5;0;5;1;4;0;5;3;5;4;1;4;6;3;4;6;1;2;0;21;0;7;1;4;6;3;2;3;0;7;5;2;5;2;2;0;5;7;5;1;8;0
"venir";305;3;4;3;1;4;0;1;1;3;2;3;2;0;0;4;3;2;3;3;4;3;4;1;3;2;7;1;5;4;3;8;4;7;4;9;8;5;1;7;1;4;5;0;2;1;1;0;2;4;7;2;2;5;0;6;3;4;1;11;0;3;4;0;2;8;8;6;3;11;3;3;2;3;1;0;2;2;0;8;11;5;9;6;9;3
"parler";303;6;5;0;4;4;3;0;1;0;3;2;1;0;3;1;6;2;1;4;6;4;7;1;1;3;2;4;3;6;3;10;8;4;10;7;5;3;1;7;0;4;6;4;8;4;1;0;3;6;6;1;2;2;0;4;7;6;4;4;3;6;3;1;2;6;3;5;5;7;3;5;1;6;0;0;2;4;1;6;7;4;3;4;2;1
"vouloir";299;4;3;3;2;2;0;2;0;0;1;1;0;3;3;4;4;4;2;0;4;5;3;3;5;3;7;5;4;6;1;12;4;1;1;7;4;3;0;7;2;3;2;3;3;1;0;0;2;3;3;3;2;3;1;1;7;7;3;6;2;5;3;8;3;5;1;13;10;3;3;1;0;9;2;3;3;7;2;5;4;3;7;12;4;3
"autre";298;2;1;1;5;1;4;0;0;1;3;1;2;0;1;2;2;6;8;3;2;2;7;6;8;7;3;12;3;10;2;4;7;3;5;7;8;2;6;2;0;0;0;7;2;0;1;0;0;2;3;2;3;7;0;4;1;9;3;2;3;7;4;6;1;6;2;6;3;2;5;1;0;4;0;2;3;2;1;6;3;10;12;9;1;4
"affaire";295;5;1;0;0;1;3;0;2;4;4;2;3;1;4;4;6;0;3;2;1;2;1;0;0;4;2;1;2;0;2;2;3;11;5;11;4;2;2;10;3;1;3;5;2;8;0;0;0;7;3;0;5;9;1;2;4;8;1;7;6;9;1;13;2;13;4;11;14;7;1;0;0;5;7;1;1;1;0;4;2;3;3;1;5;2
"entendre";295;5;6;2;0;2;1;4;0;1;2;0;1;2;2;1;4;3;8;0;0;1;2;0;2;5;3;0;1;7;5;14;6;6;7;6;6;5;6;7;2;5;2;1;2;1;0;0;2;2;1;3;0;12;2;2;5;7;4;4;8;3;2;6;5;3;2;7;11;11;4;5;1;5;2;1;4;1;0;3;4;5;5;3;2;2
"femme";295;2;0;2;1;0;4;3;0;4;5;0;0;3;1;10;1;2;0;6;2;2;3;2;3;3;1;5;1;1;0;4;5;7;1;12;3;0;4;1;14;8;17;3;4;6;10;1;5;1;5;5;0;2;2;4;7;7;0;9;7;0;0;7;0;2;9;9;4;2;12;4;1;1;0;1;1;4;1;2;0;4;2;3;4;1
"grâce";289;9;5;3;5;1;2;1;5;2;1;1;0;4;3;5;2;5;2;4;4;5;7;2;3;0;4;3;3;3;4;4;5;8;1;6;6;5;6;7;1;1;4;4;4;1;2;0;0;7;8;4;0;5;1;3;4;8;4;4;2;4;3;4;0;5;3;5;9;7;6;2;0;8;0;6;6;1;1;1;0;2;2;0;1;0
"devoir";288;7;2;1;3;2;2;1;2;0;1;1;0;2;1;0;1;8;2;5;1;1;5;3;16;12;7;4;6;4;14;4;6;4;1;7;3;7;17;6;0;0;3;0;2;1;0;0;2;3;0;0;1;5;2;2;2;4;7;2;2;7;3;4;0;2;1;3;5;4;1;0;0;2;1;5;10;3;2;4;3;8;2;4;5;2
"raison";287;5;6;1;1;3;5;3;7;1;1;0;1;2;2;1;0;2;3;4;9;8;1;3;3;4;5;5;7;4;1;1;6;0;7;3;1;5;1;2;3;1;0;2;0;2;3;0;1;6;7;3;2;5;2;3;12;7;6;1;1;1;0;5;0;7;2;2;6;14;3;2;0;2;6;6;5;8;3;3;4;3;7;3;4;0
"lieu";282;1;9;0;0;1;1;1;0;6;1;0;1;2;2;12;6;8;1;7;3;3;3;5;2;4;4;5;1;3;3;2;1;3;3;3;1;12;3;8;3;0;1;0;1;1;2;1;3;4;3;8;1;4;3;8;4;1;4;0;2;6;2;6;2;4;2;1;11;6;1;0;0;3;6;10;7;9;8;2;3;0;2;1;2;3
"sortir";280;4;9;1;2;1;1;1;1;2;0;0;0;1;0;0;6;7;6;7;1;1;8;3;1;7;3;1;1;5;3;3;6;4;2;2;5;4;9;4;0;3;0;2;1;0;2;0;0;3;3;1;0;4;1;2;4;4;7;5;6;6;3;4;0;5;2;4;8;4;8;9;3;5;4;7;8;7;1;3;2;2;3;1;3;8
"paraître";275;4;5;2;1;2;2;3;1;6;3;1;1;4;2;4;11;4;5;2;2;2;3;3;0;2;4;2;4;6;12;5;3;7;5;6;12;7;7;10;1;0;0;0;2;0;1;0;2;1;1;5;0;3;1;3;9;6;7;4;2;6;2;3;1;5;1;4;5;2;3;5;1;4;3;1;1;1;0;2;2;1;3;1;4;1
"appas";274;8;4;0;0;3;2;1;1;0;1;0;0;2;4;0;3;3;6;6;5;5;3;7;1;2;8;6;1;4;6;6;4;3;0;2;3;4;6;7;4;0;0;4;10;2;4;0;2;4;5;2;6;2;1;4;3;2;6;3;2;2;1;8;2;7;1;2;5;1;4;3;1;5;4;6;6;0;4;0;5;2;1;3;5;3
"bon";270;11;1;1;1;2;3;9;14;3;1;1;1;2;5;0;1;2;1;2;2;1;5;1;1;5;0;1;1;5;2;5;3;11;5;10;7;2;0;2;2;3;6;8;0;3;2;0;0;5;10;0;2;1;4;3;6;3;0;5;6;7;0;6;0;4;3;6;0;2;0;1;0;9;2;1;2;0;2;9;0;5;4;3;5;0
"fort";270;3;2;0;1;1;0;0;0;1;1;4;0;0;1;1;5;0;5;3;6;6;1;2;2;1;5;2;3;4;1;5;3;3;1;0;3;0;5;1;1;5;1;2;1;3;0;1;1;5;1;4;1;3;0;2;8;8;5;3;3;10;3;5;2;6;3;5;5;8;4;7;2;4;6;6;3;4;0;5;11;5;11;9;4;2
"pouvoir";268;2;8;3;5;6;0;1;3;1;0;0;1;0;0;1;5;4;3;4;3;3;2;4;9;10;5;4;8;3;6;6;2;1;3;6;9;4;3;4;4;0;2;1;6;1;0;0;0;2;5;3;1;4;1;2;1;3;7;5;2;6;1;3;1;4;0;4;12;4;1;3;1;3;0;4;2;0;6;2;6;2;2;4;1;4
"amant";267;2;3;0;0;5;1;0;0;2;1;1;0;0;0;2;2;3;11;4;4;3;6;8;7;4;9;6;6;2;0;1;2;1;6;1;1;3;6;10;1;2;0;4;9;0;3;0;2;2;4;1;3;4;2;0;2;2;6;0;4;1;3;3;2;4;1;1;13;5;3;6;2;5;4;11;5;1;2;2;2;1;2;5;1;8
"courage";267;1;4;0;1;0;0;1;0;1;0;1;0;0;1;1;0;14;10;5;11;11;2;7;5;6;11;4;12;4;2;2;5;1;7;2;1;6;10;0;0;0;1;0;1;3;0;0;1;6;2;7;1;4;0;1;6;3;5;0;0;1;0;0;0;0;3;1;0;2;8;2;0;3;3;4;5;6;8;5;2;5;7;4;1;7
"jaloux";267;2;2;4;0;2;0;0;0;3;3;1;0;0;0;3;2;5;5;4;2;1;9;2;12;6;6;9;1;5;2;6;9;1;7;3;6;1;4;12;2;0;13;3;1;1;0;0;0;1;17;3;0;4;5;1;5;4;11;4;1;0;4;1;1;3;1;2;6;5;0;3;2;3;2;0;1;2;0;0;2;2;3;2;3;3
"nouveau";266;10;3;0;1;5;3;0;4;2;0;0;0;0;3;2;1;2;10;4;3;2;7;2;1;4;5;2;5;4;5;5;6;4;3;8;8;4;4;4;1;0;1;2;5;0;1;4;1;7;4;1;1;5;0;1;3;5;6;3;4;5;4;7;3;2;1;2;1;3;0;8;2;3;8;3;1;6;3;2;1;3;3;1;1;2
"sorte";259;3;2;1;2;1;1;3;1;2;1;1;1;2;1;1;3;1;3;2;9;7;1;1;0;6;4;0;3;7;5;1;1;2;4;2;2;1;3;1;0;2;2;0;1;0;1;0;3;4;3;7;1;7;1;3;7;3;0;7;8;10;2;5;1;8;3;7;6;10;5;2;1;9;3;2;2;5;1;0;3;3;4;10;4;1
"porter";257;2;1;2;1;2;1;2;1;3;1;4;0;2;0;0;5;0;1;5;3;3;1;4;1;6;4;2;5;4;0;1;3;1;5;4;4;2;4;0;2;2;0;2;0;5;1;2;4;1;3;2;2;8;2;1;9;2;0;7;4;3;2;1;2;1;0;5;10;17;8;3;1;4;4;6;3;7;0;2;3;5;4;7;8;2
"courroux";255;4;2;1;0;0;3;0;0;3;2;1;1;0;1;3;1;4;5;3;0;0;3;2;2;3;2;4;0;10;1;2;1;3;6;6;5;9;8;7;5;1;3;0;5;0;0;1;5;3;4;0;1;2;1;1;14;4;12;4;2;5;1;3;0;6;1;9;6;7;4;3;0;7;0;1;5;4;0;0;6;0;0;0;4;7
"penser";254;2;7;0;1;0;1;0;4;1;0;1;2;0;3;0;1;2;2;0;10;8;5;1;6;3;2;0;4;6;3;5;8;9;9;3;6;3;5;7;2;2;2;5;2;0;0;0;2;3;0;3;0;1;6;4;4;6;5;5;2;1;2;3;4;8;1;7;5;5;6;1;0;9;1;0;0;0;0;3;2;3;4;1;3;1
"colère";252;1;3;0;0;1;1;0;0;0;2;5;0;0;0;1;4;2;5;2;3;1;2;4;0;4;5;2;7;3;3;0;4;2;5;5;3;1;5;3;6;4;4;3;7;2;1;1;0;1;7;2;0;4;2;3;6;5;4;5;2;3;4;1;1;3;1;4;13;3;6;2;0;7;1;5;2;6;3;0;8;1;6;5;4;5
"attendre";251;0;8;2;3;1;1;2;0;0;0;3;3;0;3;0;1;5;5;3;7;9;3;6;8;2;4;4;2;3;3;5;3;8;3;10;10;2;5;6;1;2;2;2;0;1;0;0;0;1;2;8;0;8;0;5;5;3;9;2;0;3;1;1;1;2;0;2;6;5;4;5;1;4;1;0;1;0;0;2;2;7;2;4;1;2
"époux";244;4;3;2;1;0;0;0;0;0;1;0;0;0;1;2;1;13;2;3;0;0;1;1;15;0;2;3;1;1;1;1;10;9;2;4;2;1;10;5;2;1;2;2;2;8;1;0;0;1;0;4;0;0;2;2;10;2;0;1;3;2;1;12;3;0;3;9;11;1;1;4;2;11;2;2;1;2;1;5;4;4;3;8;6;1
"rire";243;1;1;0;2;0;0;9;4;4;2;0;2;2;0;6;6;0;0;1;5;4;5;1;1;5;3;0;2;7;2;13;4;8;7;8;5;2;0;6;0;4;2;3;2;5;0;0;0;3;12;5;4;5;0;2;2;4;0;7;1;1;1;2;0;3;2;4;0;1;0;4;3;5;1;1;1;0;2;4;2;6;2;9;0;0
"rendre";242;8;8;4;1;2;2;0;0;3;3;1;4;1;0;0;2;4;1;3;3;3;2;4;3;6;1;1;3;3;4;6;2;5;8;3;4;4;4;6;0;0;1;1;3;0;0;1;0;2;2;2;0;3;3;9;3;2;3;3;4;8;2;2;2;7;1;5;1;2;1;2;1;0;2;1;7;5;0;1;8;6;0;8;3;3
"plus";238;3;3;0;1;0;3;1;3;2;1;0;0;1;0;3;2;4;6;2;4;4;1;1;3;4;6;7;3;2;2;5;8;2;8;2;5;3;7;1;0;4;2;1;1;5;0;0;3;4;3;2;0;7;1;5;0;4;1;2;1;4;0;1;1;1;1;1;4;6;0;5;2;4;3;6;8;8;1;7;3;1;3;2;2;5
"envie";237;0;2;0;0;1;0;0;0;0;1;1;0;2;0;0;1;4;4;4;7;8;2;1;2;5;4;5;6;9;3;1;4;0;1;3;2;3;5;3;3;1;1;0;1;0;0;0;0;1;4;8;2;7;0;2;4;5;2;1;4;5;2;4;2;4;2;5;11;14;8;3;0;3;5;10;3;2;4;2;0;0;4;1;2;1
"apprendre";236;5;8;2;1;1;2;2;0;2;2;0;2;1;7;3;2;3;5;1;1;2;5;1;0;1;1;2;3;1;8;6;1;8;6;3;8;5;10;1;1;0;0;5;1;1;0;0;0;0;2;2;0;0;0;3;3;4;7;5;2;2;2;2;2;0;1;0;2;3;2;9;5;3;0;3;2;3;0;1;4;9;6;6;6;5
"mien";236;4;9;1;0;1;2;0;1;1;4;2;0;2;1;3;3;6;4;5;4;3;3;5;8;7;3;15;4;4;4;1;3;4;3;1;3;5;9;2;1;0;0;3;1;0;0;0;0;4;2;2;1;3;3;2;1;3;3;2;2;2;0;0;1;3;0;2;6;1;7;5;1;1;0;2;7;0;3;3;1;4;4;5;2;3
"vue";236;0;2;0;1;2;0;0;1;2;0;0;3;0;0;1;7;3;7;2;4;3;1;6;2;7;3;8;2;4;9;9;5;2;1;0;8;0;1;3;0;1;0;1;0;0;2;1;2;1;1;6;2;6;0;4;3;2;5;4;2;4;3;0;2;3;1;2;3;13;4;4;0;4;3;5;4;3;7;2;4;5;1;4;3;0
"aussi";232;2;8;0;1;1;2;1;2;5;7;2;0;0;1;1;8;0;1;2;1;1;2;1;0;2;0;1;0;3;1;1;5;2;1;3;3;1;0;0;1;4;4;2;3;2;0;1;0;3;4;2;3;9;0;1;3;4;2;6;4;4;0;2;0;2;4;2;8;7;9;2;0;3;11;3;5;2;0;10;5;7;6;5;4;1
"feu";231;3;5;2;0;3;0;0;1;2;3;1;1;0;0;1;4;3;9;4;2;4;4;3;3;1;12;4;10;4;8;2;1;0;4;1;0;3;8;6;4;2;0;0;9;1;0;0;1;5;4;3;2;0;0;1;0;6;4;4;1;3;1;2;3;2;2;1;5;0;4;9;3;2;0;0;1;1;5;5;0;5;3;3;2;0
"homme";230;5;2;0;2;2;4;3;3;1;1;2;4;2;0;1;0;0;1;2;1;1;3;0;3;4;0;5;3;1;0;2;3;4;2;8;1;1;0;1;3;4;1;5;1;2;3;0;2;7;6;1;4;5;0;5;1;3;0;6;1;4;1;6;0;8;1;10;3;3;9;2;1;3;3;2;7;2;3;3;4;3;5;5;4;0
"mourir";230;3;3;0;5;4;0;0;2;0;2;3;0;1;0;0;2;4;3;5;5;5;3;1;1;3;1;1;2;1;1;6;1;4;0;5;1;0;5;1;4;8;0;1;0;2;2;1;0;3;2;3;0;3;0;8;3;7;3;3;1;4;1;0;2;1;4;2;2;7;9;5;0;1;1;4;1;0;5;5;5;3;10;10;6;4
"secret";230;2;3;1;0;1;0;1;1;2;2;6;2;1;0;1;0;3;2;5;5;5;4;2;2;6;5;3;3;6;8;4;1;4;11;3;8;8;7;5;0;0;1;0;1;0;1;0;0;4;3;5;0;5;0;0;0;6;4;5;1;3;2;2;0;4;1;7;1;5;1;2;1;5;2;4;2;0;0;1;4;1;2;3;6;2
"honneur";226;2;3;2;0;1;1;1;2;2;5;5;1;1;0;3;6;5;1;8;2;3;1;1;3;6;1;2;5;2;1;3;3;3;2;4;1;4;6;2;1;1;0;2;0;1;1;2;4;3;3;3;0;0;0;1;7;3;1;2;5;3;0;1;0;6;2;1;8;6;3;3;2;3;0;3;2;4;1;6;1;4;6;8;7;2
"là";224;14;3;1;1;0;10;3;5;2;3;1;1;0;1;4;3;0;2;0;0;1;0;0;0;0;0;0;1;3;2;6;5;3;1;15;0;2;0;0;1;2;1;7;3;3;0;0;4;5;4;5;4;0;3;8;4;5;0;8;2;3;3;2;1;2;1;3;2;10;0;1;0;8;0;1;1;0;1;6;3;3;1;6;4;0
"taire";221;9;2;0;0;2;2;2;1;0;3;1;0;1;2;4;1;4;1;1;1;0;7;1;4;8;2;2;5;2;6;8;8;5;12;4;9;5;9;8;0;1;5;5;1;4;0;0;0;1;1;1;1;3;2;0;0;2;1;1;0;1;1;0;1;0;0;3;4;6;1;2;1;7;1;0;0;1;0;2;6;4;2;4;2;1
"aujourd'hui";213;0;1;0;0;0;1;0;3;6;1;2;1;1;0;3;2;4;1;4;3;2;1;2;3;4;1;1;5;5;2;0;4;3;3;3;3;3;3;2;3;2;3;1;4;6;1;0;0;6;3;6;4;2;2;2;2;3;1;3;3;5;1;1;2;5;3;7;4;4;6;0;0;5;1;3;5;4;0;2;3;1;4;4;2;1
"vôtre";213;5;1;1;2;0;3;0;0;0;3;0;1;0;2;4;1;4;5;2;1;1;5;2;7;5;3;10;1;9;2;3;2;3;5;3;8;0;6;2;0;0;0;5;0;0;0;0;0;2;0;1;2;3;0;2;0;8;2;1;3;3;3;4;0;6;1;4;2;2;5;1;0;3;0;2;2;0;0;4;1;8;8;7;3;3
"personne";212;3;0;1;1;0;0;1;1;1;2;0;2;0;2;1;3;7;0;3;2;4;5;3;8;0;2;2;3;2;3;4;2;1;6;6;2;4;1;6;0;1;4;2;2;1;0;0;1;2;3;3;2;1;1;1;6;2;5;7;8;6;1;10;1;3;1;8;3;2;2;2;0;5;1;0;1;2;1;2;2;4;3;3;3;0
"fille";208;5;10;2;2;4;3;0;0;4;6;1;0;2;1;1;5;3;2;2;0;0;2;0;1;0;2;2;4;1;3;6;5;5;2;3;2;0;7;0;0;4;0;5;5;0;8;1;0;1;1;4;0;3;1;7;0;4;2;1;4;9;0;7;0;0;0;5;2;1;0;1;1;6;0;3;2;1;0;5;0;1;5;7;3;0
"loi";208;2;1;1;0;4;0;3;0;0;2;0;0;0;0;1;1;7;4;5;3;4;6;8;9;3;6;10;7;5;7;1;4;1;4;3;4;9;3;1;3;0;1;0;2;3;3;0;0;1;0;0;0;3;2;1;2;0;3;0;1;2;2;5;1;2;4;1;0;2;2;5;0;0;6;4;1;0;6;0;2;0;0;0;3;6
"visage";208;0;1;0;2;0;1;1;0;1;0;0;0;1;0;1;0;0;9;5;12;12;3;7;3;9;7;1;3;4;2;1;1;4;3;2;4;0;0;2;3;4;1;0;4;0;1;0;0;4;2;5;0;2;3;3;1;2;2;4;1;6;0;0;0;0;2;2;3;0;2;2;0;0;6;3;2;4;10;1;5;3;3;5;2;3
"encore";203;1;2;0;1;0;3;1;1;0;1;0;0;1;0;0;5;2;2;1;2;2;3;3;1;1;1;1;3;3;1;2;5;2;9;1;1;3;3;2;1;3;0;2;5;3;0;0;5;2;6;5;1;1;1;3;2;5;0;0;5;3;4;2;0;2;1;0;7;3;5;7;2;6;6;4;4;6;2;3;3;2;5;2;3;1
"souci";201;0;2;0;2;2;0;0;0;1;5;2;1;1;1;3;4;0;4;3;5;5;3;1;0;5;0;2;0;3;5;7;4;0;3;3;5;1;2;7;0;1;1;0;2;1;0;1;0;0;2;4;0;11;1;0;1;0;4;0;2;3;2;2;0;2;1;3;9;11;4;0;0;2;9;8;6;8;0;1;1;0;4;1;1;0
"gloire";200;1;4;0;0;1;2;0;2;1;2;0;0;1;0;0;2;10;3;2;1;0;2;0;6;4;2;4;1;6;14;4;2;4;2;4;4;10;17;4;1;0;0;0;1;0;0;0;2;1;1;1;1;0;0;1;5;2;12;1;0;1;0;2;3;1;1;5;1;2;2;1;0;3;5;2;2;5;5;0;0;0;1;1;1;5
"offenser";197;0;1;0;2;1;1;0;0;0;0;0;0;0;1;1;0;1;3;1;2;3;2;6;0;0;2;1;2;1;4;0;0;0;2;7;1;1;15;1;1;0;2;0;0;0;0;1;4;1;2;2;1;1;1;3;5;5;13;0;4;3;0;5;1;4;5;5;8;7;5;3;0;2;5;3;3;4;1;5;0;4;11;3;1;1
"satisfaire";197;2;2;1;1;1;1;0;1;3;0;2;2;1;1;1;3;3;2;1;0;1;2;3;3;1;6;2;5;8;4;1;3;0;2;4;4;7;9;7;3;0;2;4;0;2;0;0;0;2;2;6;0;3;0;1;4;8;3;1;0;1;1;0;1;3;1;2;1;8;3;4;2;2;3;6;4;0;0;2;0;4;2;4;0;2
"coup";196;1;1;2;1;0;0;0;1;0;1;1;1;3;2;3;2;1;5;5;2;4;0;4;1;6;5;2;5;7;0;0;5;0;1;6;4;6;2;2;0;2;0;2;2;0;0;0;0;3;3;2;1;2;0;2;12;1;7;4;0;8;0;2;2;0;0;0;2;0;6;4;0;0;0;3;3;13;1;6;1;2;5;2;1;0
"monde";196;1;3;1;2;0;2;1;3;2;2;0;0;2;2;1;1;0;2;3;3;4;3;4;1;2;2;1;5;3;0;3;8;0;1;5;1;1;0;2;0;2;0;3;2;3;4;0;1;3;3;6;1;1;1;0;3;2;0;5;4;3;4;2;1;10;0;3;0;3;2;6;2;2;4;4;2;2;11;4;3;1;2;1;2;1
"passer";196;0;3;1;0;0;0;0;0;1;0;3;0;0;1;1;0;0;3;5;7;8;2;3;2;1;5;2;5;4;3;2;2;5;4;5;3;2;1;6;0;1;3;3;2;2;1;0;0;5;5;2;1;4;1;5;5;6;1;2;0;2;4;1;1;5;2;3;2;0;2;1;0;5;1;0;3;2;1;4;3;4;5;2;2;2
"prier";195;3;2;1;2;0;2;0;1;0;2;0;3;1;1;2;2;2;1;0;1;1;3;0;0;2;1;0;3;0;1;4;7;6;2;3;2;2;1;4;1;3;3;10;0;2;1;1;1;2;3;6;1;5;0;3;6;4;3;3;3;4;3;4;2;5;2;7;7;6;2;2;1;6;0;1;1;2;0;0;2;1;3;3;1;1
"deux";194;1;3;0;2;2;1;1;0;3;1;1;0;1;2;1;5;5;5;4;2;2;5;2;5;3;7;4;2;5;0;2;7;1;2;2;3;0;0;2;2;1;0;2;2;1;0;0;0;3;4;1;3;3;0;3;2;4;4;6;3;3;0;6;7;4;0;2;4;2;4;3;1;1;0;0;5;5;0;1;2;2;2;1;1;0
"vœu";193;2;5;1;0;2;0;0;0;0;2;0;0;1;3;1;1;8;2;4;2;2;2;6;9;0;8;7;6;4;3;1;0;0;1;1;3;2;4;2;0;0;1;2;2;0;0;0;0;1;0;2;0;3;0;1;1;4;8;0;5;3;6;6;9;8;1;1;1;1;1;3;0;1;4;4;7;6;2;0;1;0;1;2;0;0
"ainsi";192;0;2;2;0;1;2;0;1;7;2;1;2;1;0;3;1;1;1;4;2;2;1;2;0;2;1;0;0;6;7;2;0;2;3;5;2;1;1;8;1;1;2;0;0;1;0;0;0;1;3;1;1;1;1;5;8;5;2;3;3;2;3;3;1;3;0;3;10;7;2;2;0;6;2;0;1;2;0;1;3;5;2;4;11;2
"mieux";192;3;4;2;2;1;0;2;2;1;3;0;1;0;0;0;2;4;6;3;5;6;1;2;1;3;4;2;3;9;4;5;1;6;2;2;7;2;1;5;0;0;0;0;1;2;0;2;0;2;0;5;2;0;2;2;3;2;1;3;0;0;2;1;0;2;0;5;1;4;3;6;4;6;0;2;0;4;0;2;3;4;3;1;4;1
"moment";192;1;2;0;0;1;2;0;0;4;2;1;2;1;3;3;4;1;2;3;2;2;5;1;1;7;1;1;2;0;1;1;1;5;4;2;1;1;2;4;0;4;0;3;0;4;0;0;0;4;4;4;2;9;1;3;1;5;6;4;2;3;1;3;0;1;0;4;8;2;1;4;0;1;4;4;0;4;3;3;2;2;3;3;2;2
"parole";188;5;1;0;1;0;0;0;2;2;0;0;3;3;1;2;6;1;4;5;3;4;4;1;1;10;7;1;4;4;0;2;3;2;3;2;3;1;3;3;0;1;0;3;2;3;0;0;2;1;3;4;1;3;1;3;4;3;3;1;1;2;4;1;0;1;1;4;6;2;2;1;1;0;2;1;4;2;1;3;1;2;5;3;0;3
"mal";187;3;1;2;3;3;0;2;1;2;2;1;1;1;1;0;3;0;4;2;1;3;3;4;0;5;4;0;2;2;4;10;3;3;4;2;4;3;1;3;0;0;0;4;1;1;0;0;0;4;3;4;1;0;1;0;4;3;0;2;1;6;0;1;1;0;2;1;0;5;3;4;3;3;2;3;3;1;3;4;3;3;8;2;4;0
