"frlemma";"F";"BOISSY_APOLOGIEDUSIECLE";"BOISSY_COMTEDENEUILLY";"BOISSY_DEHORSTROMPEURS";"BOISSY_MEDECINPAROCCASION";"BOISSY_PLAGIAIRE";"BOISSY_RIVALFAVORABLE";"BOISSY_VIEESTUNSONGE";"DANCOURT_ENFANTSDEPARIS";"DANCOURT_MADAMEARTUS";"DANCOURT_METEMPSYCHOSE";"DANCOURT_SANCHO";"DANCOURT_TRAHISONPUNIE";"DUFRESNY_COQUETTEDUVILLAGE";"DUFRESNY_FAUXSINCERE";"DUFRESNY_MARIAGEFAITETROMPU";"DUFRESNY_RECONCILIATIONNORMANDE";"NIVELLE_ECOLEDESAMIS";"NIVELLE_ECOLEMERES";"NIVELLE_FAUSSEANTIPATHIE";"NIVELLE_GOUVERNANTE";"NIVELLE_PREJUGEALAMODE";"REGNARD_DEMOCRITE";"REGNARD_DISTRAIT";"REGNARD_FOLIESAMOUREUSES";"REGNARD_JOUEUR";"REGNARD_LEGATAIRE";"REGNARD_MENECHMES";"VOLTAIRE_DEPOSITAIRE";"VOLTAIRE_DROITDUSEIGNEUR";"VOLTAIRE_ENFANTPRODIGUE";"VOLTAIRE_ENVIEUX";"VOLTAIRE_FEMMEQUIARAISON";"VOLTAIRE_NANINE"
"étonnement";14;0;2;1;0;0;0;1;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0
"exiger";14;0;1;1;1;0;1;0;0;0;0;0;2;0;2;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"exprès";14;1;0;0;0;0;1;0;1;0;0;2;0;0;1;0;2;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1
"extravagant";14;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;1;0;1;0;0;2;0;0;0;2;2
"fantaisie";14;0;0;0;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;2;1;0;1;0;0;3;0;0;1;0
"garçon";14;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;1;3;1
"imiter";14;1;0;1;1;0;1;1;1;0;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"insolence";14;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;2;0;4;1;0;0;0
"irrité";14;0;0;0;0;0;1;1;4;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0
"irriter";14;1;0;0;3;0;0;0;2;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
"joindre";14;0;0;2;1;0;0;0;0;0;0;1;0;0;3;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0
"musique";14;1;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;1;0;1;0
"naufrage";14;0;0;1;1;0;0;0;0;0;0;1;0;0;0;2;0;3;1;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0
"nuire";14;0;0;1;0;0;1;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;1;1;0;0;0;2;0;0;0;3;0;0
"partout";14;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;1;2;0;1;1;0;1;0;0;1;0;1;1;0;0;0
"pénétrer";14;0;2;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;0;1
"pique";14;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;1;0;0;0;2;4;0;1;0;0;0;0;0;0
"prudent";14;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;2;1;0;0;0;0;0;0;1;1;0;0;2;0;2;1;0;0
"repas";14;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;0;0;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0
"répugnance";14;0;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0
"réunir";14;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;4;2;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"sang";14;0;3;0;1;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1
"santé";14;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0
"semblable";14;0;1;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;3;2;0;0;0;0;0;0
"serviteur";14;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;2;1;1;2;1;0;0;2;0
"solide";14;0;2;2;0;0;3;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
"souhait";14;0;1;1;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1;2;0;1;0;0;3;0;0;1;0;0;0;0
"soumettre";14;0;0;0;0;0;2;0;2;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;1
"soutenir";14;0;1;0;0;0;1;0;0;2;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;2;0;0;0
"sûreté";14;0;0;0;2;0;0;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;2;0
"suspect";14;0;0;0;1;0;2;0;0;2;1;0;0;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0
"tant";14;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;2;2;0;0;3;0;2;1;0;0;0;0
"tirer";14;0;0;0;1;0;0;0;1;2;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;2
"train";14;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;2;1;0;0;0;1;0
"traiter";14;0;0;2;0;0;1;0;1;2;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0
"tuer";14;0;2;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0
"vertueux";14;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;4;2;0;0
"accorder";13;0;0;2;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0
"amusement";13;0;0;3;1;0;2;0;1;0;1;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"amuser";13;1;1;0;1;0;2;0;0;0;1;0;2;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arracher";13;0;2;4;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"attachement";13;0;0;2;0;0;1;0;0;2;3;0;0;0;0;0;0;1;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0
"aucun";13;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;2;0;1;0;1;0;0;0;0;2;1;0;1;1;0;0
"blâme";13;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;2;0;0;0;1;2;0;1;1;0;1;0;0;0;0;0;0;0
"céder";13;0;1;1;0;1;1;1;0;0;0;1;2;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cérémonie";13;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;1;1;2;0;2;0;0;2;0;0;0;0
"charger";13;0;0;1;0;1;0;0;1;0;2;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0
"comtesse";13;0;0;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0
"conjurer";13;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;2;1
"courir";13;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;1;1;2;0;0;0;0;0;0;3
"coûter";13;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;2
"déjà";13;0;0;3;2;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0
"docteur";13;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0
"eau";13;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;2;2;1;0;1;1;0;0;0
"écriture";13;0;0;1;0;0;1;0;1;0;0;2;0;0;0;0;3;0;0;0;1;1;0;2;0;0;0;0;1;0;0;0;0;0
"enfermer";13;1;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;3;0;1;1;0;0;1;0;0;0
"épouvanter";13;0;2;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;0;0;0;0;0;0;0
"expérience";13;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;1;1;0;2;0;0;0;2;0;0;0;0;0;1;2;0;0
"expirer";13;0;1;0;0;0;1;2;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;2;0;0;0
"fierté";13;0;0;0;1;0;1;6;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0
"frais";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;4;2;0;0;1;0;2;0;0;0
"frapper";13;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;2
"gré";13;0;0;0;0;0;1;0;0;0;3;0;3;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0
"humilier";13;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
"impertinence";13;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;3;0;0;2;0;0;1
"journée";13;0;0;2;0;0;0;0;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0
"loisir";13;0;0;0;1;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;1
"lot";13;2;0;0;0;0;0;0;0;0;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"malin";13;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1
"manger";13;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
"médisance";13;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;2;0;0
"mépris";13;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;3;0;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0
"noce";13;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;2;2;0;1;1
"nourrir";13;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;2;0;0;1;1
"obscurité";13;0;0;0;0;1;0;2;0;0;0;2;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0
"opulence";13;0;0;0;0;0;0;0;0;0;4;1;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0
"où";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;2;0;0;1;0;3;1;0;0;1
"outrager";13;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;1;2;2;0;1
"placer";13;0;0;1;1;0;0;0;0;1;2;1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
"préparer";13;0;0;0;0;1;1;1;0;1;1;2;2;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0
"profit";13;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;1
"propice";13;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;1;1;0;1;0;1;0;0;0
"quelqu'un";13;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;0;1;1;0;1;2;1;2;0;0;0;0;0;0
"raillerie";13;2;0;0;0;0;0;0;1;1;2;1;1;1;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0
"rappeler";13;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;3;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0
"rassembler";13;0;0;1;0;2;1;0;1;0;0;0;0;0;1;0;1;0;2;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1
"réel";13;0;0;1;0;0;4;3;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
"regard";13;0;0;0;0;1;1;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0
"réjouir";13;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;0;2;0;2;1;1;0
"ressource";13;0;0;1;1;0;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;0;2;0;0;0
"rêver";13;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;2;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"rigoureux";13;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;0;0;0;0;0;0;1;1;1;0;0
"saison";13;2;0;1;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1
"signature";13;0;0;0;0;0;1;0;1;1;0;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;1;2;0;1;0;1;0
"souvenir";13;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;1;1;0;0;1
"suivant";13;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;1;1;0;3;0;0;1;1;0;1
"tourner";13;1;0;1;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;0
"valeur";13;1;0;1;0;0;0;2;0;0;0;3;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0
"vanter";13;1;0;0;0;1;1;0;3;0;0;0;0;0;2;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"agité";12;1;0;1;0;0;1;3;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"agnant";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0
"aîné";12;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0
"aisé";12;0;0;2;1;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0
"année";12;1;0;0;2;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;1;0;0
"apercevoir";12;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0
"appartenir";12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;0;1;1;2;1;1;0;0;0
"applaudir";12;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;1;0
"approuver";12;2;0;1;1;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"ardent";12;0;0;0;1;4;0;1;0;0;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
"auparavant";12;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0
"beau-père";12;0;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;1;0
"bientôt";12;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;2;1;0;1;1;0;1;0;0
"bile";12;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;1
"bois";12;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;3;0;0;0;0
"choquer";12;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;2;0;0;0;1;0;1;2;0;0;0;0
"compère";12;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
"complice";12;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0
"consentement";12;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;2;2;0;0;2;0;0;0;0
"consulter";12;1;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;2;0
"contredire";12;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0
"cru";12;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;1;2;0
"déchirer";12;1;1;0;1;0;1;1;0;0;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"dépositaire";12;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;1;2;0;0;0;0;0
"devenir";12;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1
"dîner";12;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
"divin";12;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;3
"duchesse";12;0;0;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"dureté";12;0;0;1;0;0;0;2;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2
"éclaircissement";12;0;0;0;0;0;0;0;0;1;0;0;4;0;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"effacer";12;0;0;1;0;0;0;2;1;1;1;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0
"éloquence";12;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;2;5;0;0;0;0;0
"emportement";12;0;0;0;0;0;0;1;2;1;0;0;1;0;2;0;1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0
"enterrer";12;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;4;1;0;0;0;0
"éprouver";12;0;1;0;0;2;0;0;1;0;1;0;0;0;1;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0
"excès";12;0;1;2;2;0;0;0;0;1;0;0;0;0;2;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"excuser";12;0;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"feinte";12;0;0;0;1;1;2;0;1;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"fleur";12;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;1;0;1;1;1;0;0
"fortuné";12;0;0;2;0;0;0;0;0;1;1;2;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0
"fracas";12;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;2;0;1;0;0;0;1;0;0;0;2;0
"grandeur";12;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;1;0;0;0;2
"inconstance";12;0;0;0;0;0;4;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"inconstant";12;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;0;0;0;1;0;0;1;1;0;0;0;1
"inquiétude";12;0;0;0;2;1;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
"jalousie";12;0;0;0;0;0;0;0;0;0;1;1;3;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0
"juger";12;1;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;1;0;1;0
"las";12;0;0;0;1;0;1;1;0;0;0;2;0;0;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0
"léthargie";12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;0;0;0;0;0;0;0
"marché";12;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1;1;0;0;1;0
"mauvais";12;0;0;0;0;2;0;0;1;0;0;2;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0
"murmure";12;0;0;0;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;3
"obéissance";12;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1
"orpheline";12;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3
"papier";12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;2;0;0;1;0;1;0;0;0;1;2
"perfide";12;0;0;1;0;1;0;0;0;2;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1
"persuader";12;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;0;3;0;0;0;1;1
"piquant";12;2;0;2;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
"poursuite";12;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;4;1;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"prière";12;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;3;0;2;0;0;0;0;0;0;0
"rang";12;0;3;0;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
"rare";12;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1
"refuser";12;0;0;0;0;0;0;0;1;0;0;1;2;2;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
"respecter";12;0;2;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0
"rude";12;0;0;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0
"savant";12;2;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;0;0;0;0
"sentir";12;0;1;2;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1
"servante";12;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;3;0;1;0;0;0;1;0
"singulier";12;0;0;1;1;2;0;0;0;0;0;0;0;0;4;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
"société";12;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;0;0;1;0;0;0;1;0;0;3;0;0
"soit";12;1;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0
"succession";12;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"succomber";12;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;1;0;0;0;0;0;1;0;0;0
"suffrage";12;0;0;1;0;2;3;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0
"tien";12;0;0;0;0;0;1;0;1;0;0;3;1;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;2;0;0;0;0;0
"titre";12;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0
"tourmenter";12;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;2;0;0;0;1;4;0;0;0;0
"trompeur";12;0;0;2;0;0;0;3;0;0;0;0;0;1;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1
"violent";12;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1
"volonté";12;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;0;1;0
"assommer";11;0;0;0;2;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1
"assortir";11;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0
"attacher";11;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;1;0;0
